QKEY,INTERVIEW_START_W132,INTERVIEW_END_W132,DEVICE_TYPE_W132,LANG_W132,FORM_W132,XDENOM_W132,IMPWOMPRES_W132,LIKELYWOMPRES_W132,ALTID_a_W132,ALTID_b_W132,ALTID_c_W132,ALTID_d_W132,ALTID_e_W132,NONRELIGIOUS_W132,SPIRIMP_W132,SPIRESSENT1_a_W132,SPIRESSENT1_b_W132,SPIRESSENT1_c_W132,SPIRESSENT1_d_W132,SPIRESSENT1_e_W132,SPIRESSENT1_f_W132,SPIRESSENT1_g_W132,SPIRESSENT1_h_W132,SPIRESSENT1_i_W132,SPIRESSENT1_j_W132,SPIRACT1_a_W132,SPIRACT1_b_W132,SPIRACT1_c_W132,SPIRACT1_d_W132,SPIRACT1_e_W132,SPIRACT2_a_W132,SPIRACT2_b_W132,SPIRACT2_c_W132,SPIRACT2_d_W132,SPIRACT2_e_W132,RTWRNG_a_W132,RTWRNG_b_W132,RTWRNG_c_W132,RTWRNG_d_W132,RTWRNG_e_W132,RTWRNG_f_W132,RTWRNG_g_W132,GOD_W132,GODBIBLE_W132,HGHPWR_W132,MISSINGGOD_W132,SPIREXIST_W132,SPIRTYPE_W132,SPIRENC_W132,BEYONDEXP_W132,SOUL_W132,BELIEVE_a_W132,BELIEVE_b_W132,DTHLKE_a_W132,DTHLKE_b_W132,DTHLKE_c_W132,DTHLKE_d_W132,DTHLKE_e_W132,DTHLKE_f_W132,SPIRSPEAK_W132,SPIREXP_a_W132,SPIREXP_b_W132,SPIREXP_c_W132,SPIREXP_d_W132,SPIRENERGY_a_W132,SPIRENERGY_b_W132,SPIRENERGY_c_W132,SPIRENERGY_d_W132,SPIRTHINGS_a_W132,SPIRTHINGS_b_W132,SPIRTHINGS_c_W132,SPIRTHINGS_d_W132,SPIRTHINGS_e_W132,SPIRCOM1_a_W132,SPIRCOM1_b_W132,SPIRCOM1_c_W132,SPIRCOM2a_W132,SPIRCOM2b_W132,SPIRCOM2c_W132,SECMEMB_W132,SECBEL1_W132,SECBEL2_W132,SPIRWORLD_W132,RELIMPACT_W132,SCIMPACT_W132,CHRELIG_W132,LIFEDIR_W132,LIFESPIR_W132,RELEFFECT_a_W132,RELEFFECT_b_W132,RELEFFECT_c_W132,RELEFFECT_d_W132,WHYNONE_MOD_a_W132,WHYNONE_MOD_b_W132,WHYNONE_MOD_c_W132,WHYNONE_MOD_d_W132,WHYNONE_MOD_e_W132,WHYNONE_MOD_f_W132,AI_HEARD_W132,CNCEXC_W132,AIHLPHRT_a_W132,AIHLPHRT_b_W132,AIHLPHRT_c_W132,AIHLPHRT_d_W132,AIHLPHRT_e_W132,AIHLPHRT_f_W132,AIHLPHRT_g_W132,AIHLPHRT_h_W132,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W132
202301000634,2023-08-01T20:47:39Z,2023-08-01T20:56:23Z,1,1,1,1,4,2,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,1,7,NA,2,NA,1,NA,5,2,5,2,3,4,2,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,1,2,1,2,2,3,1,3,1,2,1,1,1,1,4,1,1,3,3,1,2,NA,NA,NA,NA,1,1,2,1,1,1,2,3,2,NA,1,3,5,1,1,6,9,NA,3,5,3,2,2,4,1,1,5,1,1,1,0.5734283613543207
202301000637,2023-08-02T04:55:23Z,2023-08-02T05:12:39Z,1,1,1,2,1,3,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,5,3,2,6,5,2,1,4,NA,2,3,1,4,1,1,2,1,2,NA,1,NA,1,3,1,2,1,2,2,3,3,2,4,1,2,2,1,1,5,2,1,1,1,1,1,1,1,1,2,1,2,1,2,NA,2,2,1,2,2,3,2,8,3,1,3,3,2,2,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,NA,NA,NA,NA,1,2,3,2,1,2,2,3,2,NA,1,3,5,1,1,6,8,NA,4,3,2,NA,2,4,1,6,5,1,1,2,0.5138289258667049
202301000641,2023-08-01T16:46:32Z,2023-08-01T17:16:55Z,1,1,2,1,5,3,2,2,2,1,2,2,3,2,3,2,3,2,3,3,2,1,2,7,6,6,5,7,NA,NA,NA,2,NA,3,2,3,2,2,3,2,NA,NA,NA,2,3,NA,NA,2,1,1,2,5,5,5,3,5,5,1,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,11,4,4,2,2,3,1,3,2,2,3,3,5,2,3,NA,NA,NA,NA,2,2,1,1,1,4,9,1,99,1,2,3,2,NA,1,3,5,1,1,1,12,NA,3,5,1,NA,1,1,1,99,2,1,1,99,0.20803011983114492
202301000644,2023-08-05T17:14:54Z,2023-08-05T17:36:26Z,2,1,1,2,2,2,2,2,2,1,2,2,3,1,3,2,2,2,2,3,2,2,1,7,2,5,3,7,NA,2,4,2,NA,3,1,2,2,2,1,2,1,1,NA,NA,1,3,2,2,1,1,1,1,2,1,5,3,1,1,3,3,4,3,2,2,2,1,1,2,2,2,1,2,2,2,NA,NA,NA,3,2,2,2,3,2,2,3,3,2,3,2,3,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA,1,4,9,1,2,2,1,5,2,NA,4,3,5,1,4,1,7,NA,4,5,2,NA,2,3,1,9,3,1,2,3,0.5605581076061051
202301000645,2023-08-01T17:03:10Z,2023-08-01T17:12:52Z,1,1,2,1,6,3,2,1,1,1,1,1,3,1,3,1,3,1,1,1,2,1,1,6,3,3,3,6,NA,2,4,2,NA,4,1,2,2,1,2,3,NA,NA,NA,2,1,3,1,1,1,2,2,2,5,2,5,2,2,1,2,2,4,3,1,2,1,1,2,2,2,2,2,2,1,1,NA,4,2,2,2,2,2,1,3,1,2,3,3,2,3,2,5,2,2,2,2,5,1,3,NA,NA,NA,NA,3,2,2,3,1,4,9,1,2,1,2,4,2,NA,1,4,4,1,1,2,10,NA,3,5,3,1,1,2,1,9,3,1,1,2,0.45838978211488984
202301000646,2023-08-02T12:26:52Z,2023-08-02T12:34:27Z,1,1,2,1,3,4,2,2,1,1,2,1,3,3,3,2,3,1,1,1,2,1,1,3,3,2,3,7,2,5,4,2,NA,4,2,3,3,4,2,3,NA,NA,NA,2,1,3,2,2,1,2,2,5,5,2,5,2,2,2,3,2,5,1,1,1,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,2,1,2,2,1,2,2,2,1,2,3,1,2,4,3,3,5,3,3,1,2,NA,NA,NA,NA,1,2,2,2,1,4,9,1,1,1,1,5,2,NA,1,3,5,1,1,6,10,NA,3,5,2,NA,2,4,3,1,5,1,1,1,1.1376857962808617
202301000653,2023-08-03T11:13:37Z,2023-08-03T11:26:12Z,2,1,1,2,1,3,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,5,1,2,6,4,5,1,2,NA,4,2,1,2,1,3,2,1,2,NA,NA,1,3,2,1,1,1,1,2,5,2,5,5,2,2,1,1,3,2,1,2,1,1,2,2,2,1,2,2,2,1,NA,NA,1,2,2,2,2,1,3,8,3,1,2,2,3,1,5,3,3,4,2,4,2,3,1,1,2,1,NA,NA,NA,NA,1,4,9,2,1,2,3,1,2,NA,1,3,5,1,1,6,8,NA,4,4,2,NA,2,4,3,9,4,2,1,3,3.7695200202513894
202301000654,2023-08-01T16:46:39Z,2023-08-01T17:00:57Z,1,1,2,2,5,3,1,2,2,1,2,2,1,2,1,2,1,2,1,3,2,2,2,7,6,6,5,7,NA,NA,NA,2,NA,1,1,1,3,1,1,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,3,3,4,2,2,2,1,1,2,2,1,1,1,2,1,1,NA,3,2,1,1,2,3,3,2,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,3,3,1,4,8,2,3,2,1,6,2,NA,4,3,5,1,4,1,2,1,2,1,4,1,1,1,1,9,1,1,1,3,0.42613745568733963
202301000659,2023-08-01T22:27:09Z,2023-08-01T22:46:48Z,3,1,2,1,1,3,2,2,2,1,1,1,2,3,3,1,3,1,1,1,2,1,1,2,4,3,3,3,2,5,4,2,2,5,1,2,1,3,2,2,NA,NA,NA,2,1,4,2,2,1,2,2,3,3,3,4,2,3,1,2,1,5,3,1,2,1,1,2,2,2,1,2,2,2,1,NA,NA,2,2,1,2,2,1,2,7,4,1,2,1,3,1,2,1,2,2,4,5,1,3,NA,NA,NA,NA,2,2,2,3,1,3,5,2,2,2,2,3,2,NA,4,3,5,1,4,1,12,NA,3,6,2,NA,2,4,1,9,4,2,2,2,0.3935650959933525
202301000661,2023-08-01T17:17:04Z,2023-08-01T17:24:53Z,2,1,1,2,3,4,1,2,2,1,2,2,2,1,1,1,1,1,3,2,2,1,2,7,3,1,3,7,NA,5,4,2,NA,1,2,3,2,2,2,2,1,2,NA,NA,2,NA,NA,2,1,1,1,3,2,2,4,3,1,2,2,3,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,3,NA,2,2,1,2,2,3,6,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,1,3,5,2,1,2,3,2,2,NA,1,3,5,1,1,6,6,NA,4,3,2,NA,2,3,1,1,3,1,2,1,0.682328625910141
202301000662,2023-08-01T20:29:59Z,2023-08-01T20:36:16Z,2,1,2,2,6,1,1,2,2,1,2,2,1,2,1,2,1,1,2,3,2,2,3,6,6,5,3,6,NA,NA,4,5,NA,2,2,3,1,1,2,1,NA,NA,NA,1,3,NA,NA,1,1,1,1,5,2,1,2,3,1,2,1,3,2,2,1,2,1,1,2,2,2,1,1,1,1,2,3,3,NA,3,2,2,2,3,3,2,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,3,3,1,4,9,2,1,1,1,5,2,NA,1,3,5,1,1,6,2,2,2,2,2,NA,2,4,1,6,4,1,2,2,1.2095790193827298
202301000665,2023-08-03T13:49:52Z,2023-08-03T14:04:05Z,2,1,2,2,6,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,7,3,3,6,7,NA,5,4,NA,NA,4,1,1,1,1,1,1,NA,NA,NA,1,1,4,2,1,1,1,1,2,2,2,4,5,1,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,1,2,3,2,2,2,2,5,4,4,2,3,3,2,2,NA,NA,NA,NA,1,3,3,3,1,4,9,2,3,2,3,2,2,NA,1,3,5,1,1,3,1,2,1,5,2,NA,2,3,1,99,3,1,2,99,0.5527126655475909
202301000667,2023-08-01T17:32:11Z,2023-08-01T17:49:05Z,2,1,1,1,3,3,2,2,1,1,1,1,3,2,3,1,3,2,1,1,2,1,1,6,6,5,5,6,NA,NA,4,2,NA,5,3,3,2,3,4,1,2,NA,1,NA,3,NA,NA,2,1,2,2,4,4,4,4,5,4,2,4,1,5,4,1,1,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,2,1,2,1,3,2,2,2,3,2,3,2,1,4,3,2,1,4,3,1,2,2,3,3,2,NA,NA,NA,NA,1,4,9,1,2,2,2,4,2,NA,1,3,5,1,1,6,10,NA,3,6,2,NA,2,4,1,3,4,1,2,2,0.32485699298495857
202301000668,2023-08-05T15:25:11Z,2023-08-05T17:08:02Z,2,1,1,2,3,3,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,6,3,6,1,6,NA,5,NA,4,NA,1,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,1,1,1,1,3,3,3,3,2,3,2,4,3,5,3,2,2,2,2,2,2,2,1,2,1,2,1,3,NA,3,2,1,2,2,3,3,8,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,NA,NA,NA,NA,1,4,9,2,2,2,1,6,2,NA,1,3,5,1,1,6,8,NA,4,4,1,NA,1,2,1,9,3,1,1,3,0.2016468105599782
202301000671,2023-08-01T17:04:46Z,2023-08-01T17:09:10Z,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,7,6,4,5,6,NA,NA,1,2,NA,3,2,2,2,1,2,1,1,1,NA,NA,3,NA,NA,2,2,1,1,2,3,2,3,3,2,1,1,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,6,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,NA,NA,NA,NA,1,2,3,2,2,2,2,4,2,NA,1,3,5,1,1,2,6,NA,4,5,2,NA,2,4,1,6,4,1,2,2,0.29595230354655366
202301000672,2023-08-03T20:20:23Z,2023-08-03T20:33:20Z,2,1,2,1,3,2,2,1,1,1,1,1,4,2,3,2,3,1,1,1,2,2,3,6,1,3,3,5,NA,1,4,2,2,5,1,3,3,3,3,1,NA,NA,NA,3,1,1,2,1,2,2,2,4,3,4,3,3,3,2,4,2,4,2,1,2,1,2,2,2,2,1,2,2,2,2,NA,NA,NA,2,1,2,2,1,2,5,3,3,2,4,2,1,4,2,2,3,4,2,1,3,NA,NA,NA,NA,1,3,3,3,1,4,8,2,2,1,1,6,2,NA,1,4,4,1,1,1,12,NA,3,6,2,NA,2,4,1,3,4,1,2,2,0.7143569478534819
202301000674,2023-08-03T11:54:04Z,2023-08-05T09:18:48Z,2,1,2,1,5,5,2,1,1,1,2,1,1,2,3,2,2,1,1,1,1,1,2,3,4,3,5,4,4,1,4,2,2,3,3,3,3,3,3,4,NA,NA,NA,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4,1,1,1,1,1,2,1,2,2,2,2,2,NA,NA,NA,2,1,2,2,2,2,1,2,1,1,1,1,2,5,3,3,3,3,3,1,3,NA,NA,NA,NA,3,2,1,3,1,3,5,2,2,2,1,5,2,NA,4,3,5,1,4,1,12,NA,3,5,1,NA,1,2,1,9,3,1,2,3,0.6730647652369383
202301000681,2023-08-01T18:48:10Z,2023-08-01T18:56:22Z,1,1,2,2,6,2,2,2,1,1,2,1,3,3,3,1,2,2,2,3,3,3,2,5,5,5,2,4,2,5,1,2,2,3,3,4,2,2,2,2,NA,NA,NA,2,2,NA,NA,1,1,2,2,4,3,4,4,5,3,2,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,3,2,1,2,4,1,2,2,2,5,4,5,3,4,5,1,3,NA,NA,NA,NA,2,2,3,1,1,3,5,1,2,1,1,6,2,NA,1,4,4,1,1,1,1,2,1,6,2,NA,2,4,3,9,4,1,2,3,1.7351068520123407
202301000683,2023-08-03T02:16:09Z,2023-08-03T02:32:44Z,2,1,2,1,6,1,2,2,1,1,1,1,2,2,3,1,3,1,1,1,1,1,1,7,6,6,3,7,NA,NA,NA,2,NA,3,1,1,1,3,2,1,NA,NA,NA,2,3,NA,NA,2,1,1,1,5,3,3,3,5,5,2,3,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,1,2,2,2,3,1,1,2,1,5,3,1,3,5,3,1,2,NA,NA,NA,NA,1,2,3,3,1,4,9,2,2,1,2,3,2,NA,4,3,5,1,4,2,12,NA,3,6,3,2,2,3,3,7,3,1,2,2,1.5536964465471896
202301000684,2023-08-03T19:04:27Z,2023-08-03T19:14:03Z,1,1,2,1,3,3,2,1,2,1,1,1,2,2,3,1,3,2,1,2,2,1,1,6,5,4,3,7,NA,5,4,2,NA,5,2,4,2,2,2,1,NA,NA,NA,2,1,3,2,2,1,2,2,4,3,3,4,2,4,2,1,1,5,1,2,2,1,2,2,2,2,2,2,2,1,1,NA,2,2,2,2,2,2,3,2,12,4,1,1,1,2,2,1,2,1,2,3,2,2,3,NA,NA,NA,NA,1,2,3,3,1,1,2,1,1,2,1,5,2,NA,3,3,5,1,4,6,9,NA,3,6,2,NA,2,3,2,1,3,1,1,1,0.7215264512601568
202301000688,2023-08-01T21:27:06Z,2023-08-01T21:32:26Z,1,1,1,1,3,1,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,5,6,NA,2,4,2,NA,5,1,3,2,1,2,1,2,NA,2,NA,3,NA,NA,2,2,2,2,4,4,4,4,3,4,2,4,3,5,4,2,2,2,2,2,2,2,2,2,99,1,2,NA,4,NA,2,1,2,1,1,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,3,2,1,1,1,NA,NA,NA,NA,1,4,9,2,1,1,1,5,2,NA,1,3,5,1,1,6,9,NA,3,5,3,2,2,4,1,9,5,1,1,3,0.3838657086322106
202301000689,2023-08-01T21:45:36Z,2023-08-01T22:11:41Z,1,1,1,2,6,3,1,2,2,1,2,2,1,3,1,1,1,2,3,3,3,3,2,6,6,6,2,7,NA,NA,NA,6,NA,1,2,4,1,4,1,1,1,1,NA,NA,1,3,2,2,1,1,1,2,4,4,4,4,1,2,4,2,5,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,NA,3,2,2,2,2,2,1,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,NA,NA,NA,NA,1,3,5,2,3,1,1,6,2,NA,4,3,5,1,4,1,1,1,1,2,3,2,2,3,1,9,3,1,1,3,0.3276333344688112
202301000692,2023-08-01T16:48:38Z,2023-08-03T22:08:17Z,1,1,1,1,6,5,99,99,99,99,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2,7,NA,NA,NA,2,NA,4,2,2,2,3,2,2,2,NA,1,NA,3,NA,NA,2,1,2,2,5,3,5,5,5,3,2,4,4,5,4,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,1,3,99,7,4,4,2,2,1,1,4,3,3,4,99,3,2,3,1,1,1,1,NA,NA,NA,NA,1,1,2,1,4,1,2,4,2,NA,4,3,5,1,4,1,12,NA,3,6,3,1,1,2,99,1,3,1,2,1,0.35454156783683316
202301000693,2023-08-01T17:08:46Z,2023-08-01T17:16:06Z,2,1,2,2,3,4,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,5,3,4,1,6,2,1,1,2,NA,3,2,1,1,1,2,1,NA,NA,NA,2,1,4,1,2,1,1,1,2,2,2,3,1,2,1,3,3,4,3,1,1,1,1,2,2,2,1,2,1,1,1,3,3,3,2,1,2,1,3,3,7,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,2,2,1,4,9,1,2,2,1,5,2,NA,3,3,5,2,4,1,7,NA,4,3,2,NA,2,4,NA,7,4,1,2,2,0.8133823080911491
202301000695,2023-08-01T20:24:28Z,2023-08-01T21:01:20Z,3,1,2,2,6,3,1,2,2,2,2,2,1,1,1,2,3,1,2,2,2,1,1,2,5,3,2,3,2,5,4,2,4,3,3,1,1,1,1,1,NA,NA,NA,2,3,NA,NA,2,1,1,2,3,5,3,4,5,5,2,3,4,5,3,2,2,1,1,2,2,2,1,2,1,2,2,3,NA,NA,2,2,2,1,3,2,7,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1,3,3,1,4,9,1,4,2,1,5,2,NA,4,3,5,1,4,1,7,NA,4,3,1,NA,1,2,1,9,3,1,2,3,0.6319863355213967
202301000701,2023-08-05T15:24:32Z,2023-08-05T15:34:59Z,2,1,1,2,6,3,2,2,2,1,2,2,1,1,2,2,2,1,1,3,1,1,2,7,6,6,3,7,NA,NA,NA,2,NA,2,1,2,1,2,1,1,1,1,NA,NA,3,NA,NA,2,1,1,1,2,5,2,4,3,1,2,3,5,5,5,1,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,4,4,1,2,2,2,NA,NA,NA,NA,NA,NA,1,3,1,1,3,2,NA,NA,NA,NA,1,4,9,2,3,2,1,6,2,NA,1,3,5,1,1,1,2,2,2,4,3,1,1,2,1,9,3,1,1,2,0.22463964612360546
202301000702,2023-08-05T21:59:54Z,2023-08-05T22:13:08Z,1,1,2,1,6,4,1,2,2,1,2,2,2,2,1,1,1,1,2,2,3,1,2,3,5,2,4,7,2,5,4,2,NA,3,2,3,3,2,2,3,NA,NA,NA,1,1,3,2,2,1,1,1,4,4,4,4,4,2,2,1,4,4,5,2,2,2,2,2,2,2,2,1,1,2,2,3,NA,NA,3,2,1,2,2,2,1,3,3,2,3,2,3,4,3,3,4,3,3,1,3,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,1,6,2,NA,3,3,5,1,4,6,12,NA,3,3,3,1,1,2,1,8,3,1,2,2,0.3978061998113501
202301000705,2023-08-01T17:49:29Z,2023-08-01T18:00:55Z,2,1,2,2,4,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6,6,4,6,5,NA,NA,2,NA,2,3,2,3,1,1,2,2,NA,NA,NA,1,3,NA,NA,1,1,1,2,3,5,3,4,3,5,1,4,4,4,5,2,2,1,1,1,2,2,2,1,1,2,2,4,NA,NA,2,2,2,1,3,2,2,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,3,3,1,4,9,2,2,2,1,6,2,NA,3,3,5,2,4,1,2,2,2,5,4,2,2,4,NA,9,4,1,2,3,0.8832183384944485
202301000707,2023-08-03T15:32:40Z,2023-08-03T15:53:27Z,1,1,2,2,6,3,99,99,99,99,99,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,2,NA,4,2,NA,3,3,3,3,2,3,2,NA,NA,NA,1,1,4,2,2,1,1,1,2,2,2,5,5,2,2,2,4,4,4,2,2,2,2,1,2,2,1,1,1,2,2,3,NA,NA,3,2,1,1,3,3,2,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,3,3,3,1,3,7,2,99,1,1,5,2,NA,1,3,5,1,1,6,2,2,2,2,99,99,9,9,99,99,99,1,99,99,1.20504955814129
202301000714,2023-08-06T00:56:02Z,2023-08-06T00:59:06Z,1,1,2,2,5,5,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,2,5,6,4,NA,4,2,NA,4,3,3,2,4,2,3,NA,NA,NA,2,2,NA,NA,1,2,1,1,2,3,3,2,5,2,2,1,5,5,2,2,2,2,1,2,2,2,2,1,1,2,2,2,NA,NA,1,2,2,2,3,2,7,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,3,2,1,1,2,3,2,1,2,2,3,2,NA,1,3,5,1,1,6,8,NA,4,2,4,2,2,3,1,2,3,1,1,1,0.5769766693411698
202301000716,2023-08-01T18:06:59Z,2023-08-01T18:29:03Z,2,1,2,2,3,3,2,2,2,1,2,2,2,3,3,2,2,1,1,1,2,2,1,3,4,1,3,4,1,1,4,2,2,3,1,3,1,1,2,1,NA,NA,NA,2,1,3,1,2,1,2,2,4,4,4,4,1,4,2,3,3,5,3,1,2,1,2,2,2,2,1,2,2,1,1,NA,2,2,3,2,2,2,1,2,8,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,3,3,1,1,4,9,1,2,1,1,6,2,NA,1,3,5,1,1,1,8,NA,4,3,2,NA,2,4,1,9,4,1,2,3,0.619867952904528
202301000717,2023-08-01T19:43:55Z,2023-08-01T19:54:53Z,2,1,1,2,6,2,1,2,2,1,2,2,1,2,1,3,1,1,1,3,2,2,2,6,5,5,3,7,NA,2,1,2,NA,1,1,3,1,1,1,1,1,1,NA,NA,1,3,2,1,1,1,1,1,1,1,2,4,1,2,3,2,4,3,2,2,2,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,1,2,2,2,2,3,3,1,3,1,3,NA,NA,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,NA,NA,1,3,7,2,1,1,1,5,2,NA,1,4,4,1,1,6,2,2,2,2,3,1,1,2,1,9,3,1,1,2,1.047219758264701
202301000725,2023-08-02T17:06:16Z,2023-08-02T17:13:08Z,1,1,2,1,3,2,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,5,7,NA,6,4,2,NA,5,1,5,2,2,3,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,2,2,2,3,1,3,1,1,2,1,1,2,5,1,1,NA,NA,NA,NA,1,1,3,1,1,4,9,2,1,1,1,5,2,NA,1,3,5,1,1,6,9,NA,3,6,2,NA,2,4,1,1,5,1,1,1,0.7176407144439286
202301000727,2023-08-01T16:59:15Z,2023-08-01T17:16:13Z,2,1,2,2,4,4,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,2,5,4,1,1,2,4,2,2,1,1,1,2,1,NA,NA,NA,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,NA,NA,1,2,2,2,2,3,3,12,4,1,1,1,1,1,5,4,1,4,3,4,2,2,NA,NA,NA,NA,3,3,3,3,1,4,9,2,3,2,1,5,2,NA,4,3,5,1,4,6,7,NA,4,3,2,NA,2,4,1,1,4,1,2,1,0.6269715407777027
202301000728,2023-08-04T08:47:29Z,2023-08-04T09:00:02Z,2,1,1,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,6,3,2,2,6,NA,1,4,2,NA,1,2,2,2,4,1,2,1,2,NA,NA,1,4,1,1,1,2,2,5,5,3,3,1,5,2,4,3,4,4,2,2,1,2,2,2,2,2,2,2,2,1,NA,NA,1,2,2,2,2,1,3,11,2,3,2,2,3,1,4,3,1,3,2,4,2,2,1,1,1,1,NA,NA,NA,NA,1,4,9,2,4,2,1,5,2,NA,4,4,4,1,4,1,12,NA,3,5,2,NA,2,4,1,8,4,2,1,2,0.39178752038795794
202301000731,2023-08-04T15:02:59Z,2023-08-04T15:15:29Z,2,1,1,2,1,2,1,99,99,99,99,2,1,1,1,1,1,1,2,1,1,1,1,5,2,4,2,2,4,5,1,2,2,1,1,1,1,1,1,1,1,2,NA,NA,3,NA,NA,2,1,1,1,4,2,5,4,2,5,2,1,3,3,3,1,2,1,2,2,2,2,1,2,1,2,2,1,NA,NA,2,1,2,2,3,2,8,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,1,3,5,1,2,2,1,5,2,NA,4,3,5,1,4,1,8,NA,4,1,3,2,2,3,1,6,3,1,2,2,0.5876589270970547
